City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
Chennai,2016-01-15,39.74,95.68,29.13,13.02,0.61,3.44,139.0
Chennai,2016-01-16,49.21,95.68,40.45,12.83,1.49,2.46,130.0
Chennai,2016-01-17,55.73,95.68,32.4,10.86,0.67,2.95,121.0
Chennai,2016-01-18,58.28,95.68,33.07,12.01,0.8,3.52,114.0
Chennai,2016-01-19,56.47,95.68,28.81,12.34,0.8,6.44,115.0
Chennai,2016-01-20,60.04,95.68,33.98,11.52,2.97,3.42,200.0
Chennai,2016-01-21,55.45,95.68,33.05,11.1,2.63,2.84,167.0
Chennai,2016-01-22,65.26,95.68,21.75,11.46,0.79,3.97,172.0
Chennai,2016-01-23,53.07,95.68,34.52,11.09,0.54,4.1,117.0
Chennai,2016-01-24,51.32,95.68,57.19,8.8,2.49,3.51,198.0
Chennai,2016-01-25,46.84,95.68,34.98,12.73,2.11,3.65,153.0
Chennai,2016-01-26,46.29,95.68,30.61,18.21,0.68,3.26,142.0
Chennai,2016-01-27,42.49,95.68,32.57,18.3,1.38,3.39,144.0
Chennai,2016-01-28,47.11,95.68,26.99,13.56,1.46,3.52,145.0
Chennai,2016-01-29,50.13,95.68,22.2,13.23,1.11,3.45,149.0
Chennai,2016-01-30,53.58,95.68,22.59,15.06,6.18,3.35,186.0
Chennai,2016-01-31,76.91,95.68,30.36,12.11,1.68,4.1,216.0
Chennai,2016-02-01,107.65,95.68,21.67,14.47,1.45,4.07,220.0
Chennai,2016-02-02,69.9,95.68,26.83,15.9,1.65,4.33,209.0
Chennai,2016-02-03,112.72,95.68,22.93,15.66,1.47,3.51,251.0
Chennai,2016-02-04,81.79,95.68,26.09,12.72,0.77,6.57,191.0
Chennai,2016-02-05,127.03,95.68,28.65,13.25,1.08,5.94,203.0
Chennai,2016-02-06,70.57,95.68,20.8,13.74,0.64,6.41,183.0
Chennai,2016-02-07,79.55,95.68,20.9,12.07,0.67,5.4,162.0
Chennai,2016-02-08,76.36,95.68,22.66,9.92,0.58,5.1,154.0
Chennai,2016-02-09,92.83,95.68,24.37,12.68,0.83,3.53,181.0
Chennai,2016-02-10,98.75,95.68,25.94,12.5,1.09,3.3,223.0
Chennai,2016-02-11,82.03,95.68,28.54,14.24,1.65,3.09,193.0
Chennai,2016-02-12,85.64,95.68,29.62,16.69,1.7,3.44,157.0
Chennai,2016-02-13,76.72,95.68,22.99,12.56,1.14,2.53,173.0
Chennai,2016-02-14,57.58,95.68,19.11,11.15,1.42,2.77,133.0
Chennai,2016-02-15,65.38,95.68,17.51,11.74,1.43,2.56,109.0
Chennai,2016-02-16,80.38,95.68,19.19,12.43,1.57,2.38,160.0
Chennai,2016-02-17,68.45,95.68,31.74,8.8,1.64,2.32,145.0
Chennai,2016-02-18,73.22,95.68,27.19,13.11,1.45,4.02,134.0
Chennai,2016-02-19,79.01,95.68,38.48,15.12,1.46,2.77,170.0
Chennai,2016-02-20,83.44,95.68,59.12,13.42,1.42,8.68,179.0
Chennai,2016-02-21,62.16,95.68,54.63,10.03,1.91,2.38,156.0
Chennai,2016-02-22,41.54,95.68,55.5,10.28,1.67,4.9,130.0
Chennai,2016-02-23,67.25,95.68,40.72,15.63,1.4,7.42,106.0
Chennai,2016-02-24,44.41,95.68,52.03,13.03,1.27,2.95,96.0
Chennai,2016-02-25,47.25,95.68,50.4,10.99,1.48,3.17,99.0
Chennai,2016-02-26,35.75,95.68,28.91,8.13,1.43,3.79,80.0
Chennai,2016-02-27,51.79,95.68,17.04,11.31,1.44,3.02,88.0
Chennai,2016-02-28,32.96,95.68,31.71,10.8,1.87,2.64,108.0
Chennai,2016-02-29,52.25,95.68,41.56,9.13,2.03,2.31,114.0
Chennai,2016-03-01,90.02,95.68,39.73,12.13,1.54,4.74,153.0
Chennai,2016-03-02,69.55,95.68,41.66,10.84,1.42,13.03,196.0
Chennai,2016-03-03,47.78,95.68,39.99,9.44,1.48,2.3,132.0
Chennai,2016-03-04,67.25,95.68,42.39,12.58,1.35,2.39,117.0
Chennai,2016-03-05,62.62,95.68,48.38,12.49,1.44,4.48,143.0
Chennai,2016-03-06,62.87,95.68,55.16,10.21,1.41,4.67,142.0
Chennai,2016-03-07,56.24,95.68,47.29,9.88,1.37,4.05,135.0
Chennai,2016-03-08,60.92,95.68,46.66,12.17,1.01,3.0,120.0
Chennai,2016-03-09,81.03,95.68,40.93,11.06,1.2,4.87,158.0
Chennai,2016-03-10,80.44,95.68,18.31,10.22,0.97,2.84,186.0
Chennai,2016-03-11,66.08,95.68,15.38,8.99,0.83,2.56,155.0
Chennai,2016-03-12,65.08,95.68,17.59,11.65,0.76,2.53,136.0
Chennai,2016-03-13,57.73,95.68,21.32,8.73,0.7,2.44,131.0
Chennai,2016-03-14,74.65,95.68,23.41,7.78,0.85,2.59,135.0
Chennai,2016-03-15,76.68,95.68,21.72,8.14,1.07,6.8,193.0
Chennai,2016-03-16,81.93,95.68,24.71,8.79,0.78,3.0,188.0
Chennai,2016-03-17,86.31,95.68,20.46,10.7,0.97,3.41,187.0
Chennai,2016-03-18,87.07,95.68,19.61,9.98,1.62,2.88,214.0
Chennai,2016-03-19,100.61,95.68,18.18,11.24,1.23,2.7,216.0
Chennai,2016-03-20,98.47,95.68,24.29,8.57,1.23,2.22,221.0
Chennai,2016-03-21,123.36,95.68,22.18,11.41,1.23,2.36,251.0
Chennai,2016-03-22,69.38,95.68,28.48,18.52,1.02,3.35,179.0
Chennai,2016-03-23,68.25,95.68,20.14,10.38,0.93,3.54,143.0
Chennai,2016-03-24,64.05,95.68,20.81,11.13,0.82,4.04,132.0
Chennai,2016-03-25,59.46,95.68,21.8,10.97,0.79,3.67,123.0
Chennai,2016-03-26,64.1,95.68,23.17,5.2,0.69,3.35,125.0
Chennai,2016-03-27,63.03,95.68,33.42,7.26,0.65,3.15,134.0
Chennai,2016-03-28,46.09,95.68,30.0,8.79,0.84,4.09,121.0
Chennai,2016-03-29,51.43,95.68,19.84,8.2,0.97,3.99,114.0
Chennai,2016-03-30,53.32,95.68,19.58,7.83,0.79,4.42,114.0
Chennai,2016-03-31,55.51,95.68,22.65,7.36,0.67,4.16,113.0
Chennai,2016-04-01,64.92,95.68,19.22,7.16,0.84,3.88,128.0
Chennai,2016-04-02,65.84,95.68,19.93,5.4,2.02,3.58,216.0
Chennai,2016-04-03,63.65,95.68,20.87,5.76,0.81,3.97,132.0
Chennai,2016-04-04,67.33,95.68,19.9,7.21,0.77,4.08,137.0
Chennai,2016-04-05,68.04,95.68,21.71,9.32,1.1,3.9,140.0
Chennai,2016-04-06,70.13,95.68,24.49,10.91,1.29,3.68,151.0
Chennai,2016-04-07,64.37,95.68,23.19,14.68,1.12,3.39,144.0
Chennai,2016-04-08,56.54,95.68,15.53,6.9,0.84,3.1,128.0
Chennai,2016-04-09,54.83,95.68,31.04,7.41,0.6,3.23,117.0
Chennai,2016-04-10,61.1,95.68,42.09,7.96,0.61,3.18,132.0
Chennai,2016-04-11,61.34,95.68,44.35,11.1,0.66,3.33,141.0
Chennai,2016-04-12,56.23,95.68,37.1,17.24,0.62,3.2,125.0
Chennai,2016-04-13,59.15,95.68,48.46,18.86,0.68,3.54,130.0
Chennai,2016-04-14,55.65,95.68,59.44,12.33,0.61,3.21,129.0
Chennai,2016-04-15,54.15,95.68,45.28,12.57,0.65,4.31,122.0
Chennai,2016-04-16,56.37,95.68,29.27,12.29,0.74,4.84,122.0
Chennai,2016-04-17,54.71,95.68,32.01,12.81,0.67,3.12,123.0
Chennai,2016-04-18,55.5,95.68,26.98,13.47,0.69,3.26,113.0
Chennai,2016-04-19,56.62,95.68,25.79,15.05,0.61,3.15,127.0
Chennai,2016-04-20,60.73,95.68,23.39,16.53,0.86,3.2,134.0
Chennai,2016-04-21,51.55,95.68,35.06,13.44,1.02,3.63,123.0
Chennai,2016-04-22,51.96,95.68,44.55,13.52,0.9,4.71,129.0
Chennai,2016-04-23,60.21,95.68,46.92,11.49,0.93,4.13,133.0
Chennai,2016-04-24,65.26,95.68,54.93,11.83,0.69,3.66,134.0
Chennai,2016-04-25,61.78,95.68,42.23,13.51,0.94,3.46,130.0
Chennai,2016-04-26,57.7,95.68,28.18,11.26,0.77,3.47,122.0
Chennai,2016-04-27,56.99,95.68,27.37,15.37,0.76,3.41,120.0
Chennai,2016-04-28,51.73,95.68,23.58,18.17,1.09,3.49,120.0
Chennai,2016-04-29,48.7,95.68,29.76,17.65,0.96,3.49,124.0
Chennai,2016-04-30,65.21,95.68,33.3,17.26,2.0,3.96,169.0
Chennai,2016-05-01,89.6,95.68,54.2,16.96,0.89,5.03,212.0
Chennai,2016-05-02,58.58,95.68,47.31,16.06,1.02,5.34,147.0
Chennai,2016-05-03,54.16,95.68,38.81,15.93,1.05,5.27,123.0
Chennai,2016-05-04,55.79,95.68,34.5,15.74,1.0,5.1,127.0
Chennai,2016-05-05,57.2,95.68,32.6,13.99,0.78,4.96,125.0
Chennai,2016-05-06,64.95,95.68,41.1,13.29,1.0,4.78,129.0
Chennai,2016-05-07,56.02,95.68,42.11,14.38,0.99,4.95,139.0
Chennai,2016-05-08,53.3,95.68,32.45,13.8,1.01,4.63,123.0
Chennai,2016-05-09,52.04,95.68,24.26,13.85,1.15,4.84,122.0
Chennai,2016-05-10,61.37,95.68,22.41,15.13,1.1,4.61,135.0
Chennai,2016-05-11,59.24,95.68,31.62,14.66,1.16,4.49,136.0
Chennai,2016-05-12,58.43,95.68,53.25,18.69,1.23,4.43,144.0
Chennai,2016-05-13,68.42,95.68,53.29,16.17,1.24,4.58,161.0
Chennai,2016-05-14,62.47,95.68,48.37,13.86,1.24,4.44,166.0
Chennai,2016-05-15,55.77,95.68,51.8,12.38,2.1,4.1,183.0
Chennai,2016-05-16,58.8,95.68,58.35,13.77,1.15,3.89,136.0
Chennai,2016-05-17,81.06,95.68,38.9,20.11,1.15,4.65,171.0
Chennai,2016-05-18,65.17,95.68,27.97,25.13,1.28,4.74,164.0
Chennai,2016-05-19,48.59,95.68,41.45,21.24,1.37,3.58,113.0
Chennai,2016-05-20,45.05,95.68,55.65,25.57,1.24,4.01,91.0
Chennai,2016-05-21,51.6,95.68,52.65,16.03,1.15,4.65,94.0
Chennai,2016-05-22,51.67,95.68,56.21,16.22,0.95,4.58,95.0
Chennai,2016-05-23,51.11,95.68,41.93,20.41,0.98,5.18,93.0
Chennai,2016-05-24,50.24,95.68,51.11,19.87,1.09,4.3,91.0
Chennai,2016-05-25,45.89,95.68,48.96,18.13,1.15,5.11,102.0
Chennai,2016-05-26,48.61,95.68,41.27,18.15,2.55,3.78,112.0
Chennai,2016-05-27,51.67,95.68,49.56,18.0,1.67,3.71,117.0
Chennai,2016-05-28,50.64,95.68,55.38,17.49,1.84,3.96,115.0
Chennai,2016-05-29,44.88,95.68,59.45,15.77,1.49,3.89,124.0
Chennai,2016-05-30,43.41,95.68,48.16,10.44,1.48,4.09,97.0
Chennai,2016-05-31,57.32,95.68,61.61,12.13,1.42,3.48,120.0
Chennai,2016-06-01,43.52,95.68,58.74,11.38,1.94,4.53,122.0
Chennai,2016-06-02,41.29,95.68,40.93,10.64,1.86,4.86,122.0
Chennai,2016-06-03,48.57,95.68,30.84,21.69,0.89,9.16,88.0
Chennai,2016-06-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-06-14,43.16,95.68,19.23,17.81,2.14,5.18,118.0
Chennai,2016-06-15,32.64,95.68,33.41,15.81,2.17,4.07,92.0
Chennai,2016-06-16,44.73,95.68,36.19,13.57,2.64,3.67,94.0
Chennai,2016-06-17,41.29,95.68,28.24,13.78,2.13,5.04,102.0
Chennai,2016-06-18,45.76,95.68,33.51,11.62,1.92,4.48,100.0
Chennai,2016-06-19,43.38,95.68,49.08,9.81,1.81,4.05,100.0
Chennai,2016-06-20,38.93,95.68,47.71,8.44,2.08,3.32,89.0
Chennai,2016-06-21,42.3,95.68,37.87,15.62,1.49,3.08,89.0
Chennai,2016-06-22,32.8,95.68,31.72,11.31,1.47,4.76,83.0
Chennai,2016-06-23,40.78,95.68,22.67,12.82,0.92,3.72,70.0
Chennai,2016-06-24,50.94,95.68,27.66,10.78,0.71,4.1,71.0
Chennai,2016-06-25,48.57,95.68,30.84,21.69,0.89,9.16,117.0
Chennai,2016-06-26,73.03,95.68,30.84,18.13,0.19,1.44,118.0
Chennai,2016-06-27,46.17,95.68,32.27,17.56,1.0,3.05,118.0
Chennai,2016-06-28,60.36,95.68,28.09,13.17,0.82,3.5,86.0
Chennai,2016-06-29,42.8,95.68,15.69,22.99,1.42,2.59,100.0
Chennai,2016-06-30,109.5,95.68,9.94,17.81,1.08,7.29,88.0
Chennai,2016-07-01,45.6,95.68,10.94,15.08,1.1,5.13,161.0
Chennai,2016-07-02,47.91,95.68,19.56,10.99,1.23,5.13,81.0
Chennai,2016-07-03,30.43,95.68,22.09,11.59,0.99,5.88,81.0
Chennai,2016-07-04,96.65,95.68,14.71,15.97,1.22,8.02,86.0
Chennai,2016-07-05,196.81,95.68,11.26,16.33,1.16,9.24,271.0
Chennai,2016-07-06,29.09,95.68,16.99,13.53,1.06,3.8,162.0
Chennai,2016-07-07,29.34,95.68,4.46,13.49,1.43,3.55,91.0
Chennai,2016-07-08,57.26,95.68,10.57,18.17,1.37,3.23,104.0
Chennai,2016-07-09,28.3,95.68,11.86,15.79,0.93,3.05,103.0
Chennai,2016-07-10,35.38,95.68,16.17,13.72,1.03,2.41,74.0
Chennai,2016-07-11,22.97,95.68,10.79,14.02,2.15,2.17,129.0
Chennai,2016-07-12,23.24,95.68,28.11,15.75,0.97,2.34,58.0
Chennai,2016-07-13,24.87,95.68,27.45,14.94,0.85,3.32,69.0
Chennai,2016-07-14,18.67,95.68,15.02,16.61,0.98,5.0,66.0
Chennai,2016-07-15,26.6,95.68,39.34,14.83,0.96,3.53,70.0
Chennai,2016-07-16,34.33,95.68,35.13,15.03,0.85,3.92,69.0
Chennai,2016-07-17,35.16,95.68,36.1,12.35,0.83,3.58,70.0
Chennai,2016-07-18,31.69,95.68,25.9,12.95,0.86,4.06,71.0
Chennai,2016-07-19,32.43,95.68,8.82,16.81,3.09,5.57,125.0
Chennai,2016-07-20,33.09,95.68,8.77,16.36,1.13,4.3,87.0
Chennai,2016-07-21,27.02,95.68,7.23,19.78,1.63,5.5,59.0
Chennai,2016-07-22,21.38,95.68,12.6,15.05,1.17,4.81,118.0
Chennai,2016-07-23,29.69,95.68,7.8,12.64,0.94,4.08,62.0
Chennai,2016-07-24,59.34,95.68,36.62,7.48,0.96,6.88,54.0
Chennai,2016-07-25,30.71,95.68,30.84,6.49,1.18,5.23,103.0
Chennai,2016-07-26,23.58,95.68,30.84,7.82,1.14,2.47,73.0
Chennai,2016-07-27,24.43,95.68,24.2,7.59,1.22,2.36,78.0
Chennai,2016-07-28,42.82,95.68,38.65,11.82,1.31,2.92,87.0
Chennai,2016-07-29,28.51,95.68,15.84,13.16,1.26,2.19,81.0
Chennai,2016-07-30,34.01,95.68,9.82,14.56,1.22,2.36,82.0
Chennai,2016-07-31,32.41,95.68,1.8,14.19,1.12,2.44,84.0
Chennai,2016-08-01,32.88,95.68,9.89,17.12,1.08,2.34,75.0
Chennai,2016-08-02,34.8,95.68,10.5,19.48,1.16,5.49,78.0
Chennai,2016-08-03,40.39,95.68,11.18,14.77,6.35,4.04,151.0
Chennai,2016-08-04,32.44,95.68,8.23,14.82,1.22,4.39,100.0
Chennai,2016-08-05,30.54,95.68,12.45,15.71,2.72,4.48,131.0
Chennai,2016-08-06,32.54,95.68,12.18,16.27,1.16,6.76,68.0
Chennai,2016-08-07,37.71,95.68,20.14,11.22,1.08,4.08,70.0
Chennai,2016-08-08,40.69,95.68,16.91,11.54,2.15,3.7,89.0
Chennai,2016-08-09,40.85,95.68,19.75,14.07,2.83,3.41,174.0
Chennai,2016-08-10,35.23,95.68,17.86,13.99,3.22,4.43,178.0
Chennai,2016-08-11,33.51,95.68,21.82,14.2,3.33,3.39,155.0
Chennai,2016-08-12,29.11,95.68,26.59,13.67,0.14,3.71,55.0
Chennai,2016-08-13,30.94,95.68,22.72,11.38,2.37,4.31,169.0
Chennai,2016-08-14,29.48,95.68,16.29,10.37,1.07,3.71,124.0
Chennai,2016-08-15,25.42,95.68,9.59,10.18,3.27,4.42,256.0
Chennai,2016-08-16,35.09,95.68,13.97,14.66,1.28,3.82,126.0
Chennai,2016-08-17,34.2,95.68,16.96,15.89,1.05,4.58,125.0
Chennai,2016-08-18,55.88,95.68,32.5,10.79,0.79,4.05,111.0
Chennai,2016-08-19,39.96,95.68,38.19,10.7,0.26,3.83,129.0
Chennai,2016-08-20,36.33,95.68,44.87,7.08,0.02,5.09,83.0
Chennai,2016-08-21,26.4,95.68,58.95,6.75,1.21,6.07,199.0
Chennai,2016-08-22,40.36,95.68,44.53,8.62,0.05,4.49,74.0
Chennai,2016-08-23,40.21,95.68,49.73,10.09,0.76,4.38,139.0
Chennai,2016-08-24,37.07,95.68,46.6,10.49,1.52,4.46,167.0
Chennai,2016-08-25,26.7,95.68,20.89,11.22,1.21,5.12,142.0
Chennai,2016-08-26,38.63,95.68,17.15,13.13,1.02,4.93,90.0
Chennai,2016-08-27,32.14,95.68,10.76,12.66,0.95,5.16,188.0
Chennai,2016-08-28,33.02,95.68,18.76,10.42,1.08,5.04,126.0
Chennai,2016-08-29,38.11,95.68,17.52,10.74,3.65,5.04,172.0
Chennai,2016-08-30,37.79,95.68,18.33,12.86,2.84,5.18,244.0
Chennai,2016-08-31,28.6,95.68,15.76,15.15,1.44,4.53,189.0
Chennai,2016-09-01,30.82,95.68,27.96,11.49,2.64,4.37,160.0
Chennai,2016-09-02,42.16,95.68,24.39,13.37,2.34,4.76,215.0
Chennai,2016-09-03,36.8,95.68,17.04,12.5,1.61,4.8,126.0
Chennai,2016-09-04,31.97,95.68,22.33,19.62,2.08,4.62,227.0
Chennai,2016-09-05,23.6,95.68,11.94,13.82,0.98,6.12,172.0
Chennai,2016-09-06,38.5,95.68,23.45,14.8,2.94,5.45,266.0
Chennai,2016-09-07,36.26,95.68,22.59,18.66,3.17,4.13,257.0
Chennai,2016-09-08,42.37,95.68,36.09,15.42,1.03,4.94,141.0
Chennai,2016-09-09,38.87,95.68,48.12,15.96,3.01,3.97,228.0
Chennai,2016-09-10,43.96,95.68,26.37,17.99,0.61,3.64,171.0
Chennai,2016-09-11,36.26,95.68,18.27,20.14,0.22,3.62,73.0
Chennai,2016-09-12,41.33,95.68,8.2,21.63,0.79,3.7,120.0
Chennai,2016-09-13,44.76,95.68,13.01,23.06,0.16,4.01,77.0
Chennai,2016-09-14,33.01,95.68,16.61,27.52,1.13,3.82,92.0
Chennai,2016-09-15,26.79,95.68,15.46,22.55,9.15,2.38,228.0
Chennai,2016-09-16,24.54,95.68,18.47,19.16,2.59,2.0,224.0
Chennai,2016-09-17,34.16,95.68,10.14,20.6,5.56,1.85,260.0
Chennai,2016-09-18,26.59,95.68,14.31,17.15,8.2,1.56,240.0
Chennai,2016-09-19,23.76,95.68,18.08,16.71,8.68,1.49,372.0
Chennai,2016-09-20,22.2,95.68,7.23,34.72,11.03,1.4,437.0
Chennai,2016-09-21,16.18,95.68,7.9,36.8,6.02,1.31,449.0
Chennai,2016-09-22,12.79,95.68,15.27,26.79,8.05,1.36,434.0
Chennai,2016-09-23,18.98,95.68,16.67,24.09,0.03,1.82,118.0
Chennai,2016-09-24,18.35,95.68,38.43,18.64,0.09,4.42,30.0
Chennai,2016-09-25,24.87,95.68,36.73,18.02,0.05,7.21,54.0
Chennai,2016-09-26,33.32,95.68,39.31,17.58,0.07,2.51,94.0
Chennai,2016-09-27,31.93,95.68,46.34,19.07,0.04,2.09,66.0
Chennai,2016-09-28,45.71,95.68,50.13,17.82,0.04,2.27,70.0
Chennai,2016-09-29,40.61,95.68,35.26,18.28,0.11,2.78,77.0
Chennai,2016-09-30,38.14,95.68,33.94,17.9,0.17,2.9,70.0
Chennai,2016-10-01,35.96,95.68,52.92,17.62,0.03,2.27,94.0
Chennai,2016-10-02,48.57,95.68,30.84,21.69,0.0,9.16,136.0
Chennai,2016-10-03,33.05,95.68,15.11,17.63,0.1,2.5,118.0
Chennai,2016-10-04,34.06,95.68,23.06,20.15,0.08,2.74,73.0
Chennai,2016-10-05,29.14,95.68,35.81,28.6,0.1,1.93,78.0
Chennai,2016-10-06,60.14,95.68,43.57,28.53,0.11,2.87,85.0
Chennai,2016-10-07,51.01,95.68,32.88,28.5,0.19,2.57,118.0
Chennai,2016-10-08,36.09,95.68,46.76,28.48,0.05,2.35,73.0
Chennai,2016-10-09,38.46,95.68,39.59,28.53,0.0,2.47,66.0
Chennai,2016-10-10,44.91,95.68,31.28,28.53,0.03,1.98,79.0
Chennai,2016-10-11,32.16,95.68,28.41,28.53,0.02,2.64,66.0
Chennai,2016-10-12,45.11,95.68,49.57,28.54,0.02,2.55,75.0
Chennai,2016-10-13,81.45,95.68,49.08,28.53,0.06,2.1,131.0
Chennai,2016-10-14,60.89,95.68,63.32,28.46,0.06,16.0,180.0
Chennai,2016-10-15,62.96,95.68,55.5,28.47,0.01,3.07,124.0
Chennai,2016-10-16,60.19,95.68,58.43,28.48,0.03,2.14,125.0
Chennai,2016-10-17,66.69,95.68,61.2,28.46,0.45,2.29,197.0
Chennai,2016-10-18,78.52,95.68,69.64,28.42,0.13,4.36,167.0
Chennai,2016-10-19,63.07,95.68,72.0,28.5,0.08,26.16,187.0
Chennai,2016-10-20,80.58,95.68,8.36,28.56,0.03,4.66,130.0
Chennai,2016-10-21,73.75,95.68,79.47,28.44,0.26,13.26,170.0
Chennai,2016-10-22,80.18,95.68,65.42,28.49,0.21,11.65,183.0
Chennai,2016-10-23,87.04,95.68,63.2,28.5,0.15,13.75,208.0
Chennai,2016-10-24,81.0,95.68,61.0,28.49,0.21,19.65,200.0
Chennai,2016-10-25,85.73,95.68,52.22,28.51,0.34,19.95,187.0
Chennai,2016-10-26,92.64,95.68,49.15,26.51,0.27,20.69,202.0
Chennai,2016-10-27,98.0,95.68,62.24,13.5,0.1,5.46,215.0
Chennai,2016-10-28,132.38,95.68,50.72,17.75,1.44,14.2,370.0
Chennai,2016-10-29,114.08,95.68,52.28,12.53,0.2,7.4,298.0
Chennai,2016-10-30,67.86,95.68,25.71,12.52,0.11,4.77,168.0
Chennai,2016-10-31,49.57,95.68,10.23,15.05,0.02,4.68,130.0
Chennai,2016-11-01,52.28,95.68,10.94,16.64,0.12,7.14,87.0
Chennai,2016-11-02,47.86,95.68,4.38,16.53,0.12,3.04,80.0
Chennai,2016-11-03,35.54,95.68,7.28,24.26,0.15,2.59,75.0
Chennai,2016-11-04,57.22,95.68,20.63,15.53,0.13,3.73,87.0
Chennai,2016-11-05,66.29,95.68,44.96,14.44,0.14,4.27,110.0
Chennai,2016-11-06,80.11,95.68,51.61,15.08,0.14,4.24,177.0
Chennai,2016-11-07,71.86,95.68,32.83,14.88,0.06,2.29,133.0
Chennai,2016-11-08,80.49,95.68,42.53,15.49,0.02,5.78,166.0
Chennai,2016-11-09,83.26,95.68,53.12,17.31,0.02,7.74,160.0
Chennai,2016-11-10,71.16,95.68,60.63,15.26,0.0,6.87,165.0
Chennai,2016-11-11,76.21,95.68,56.87,13.7,0.02,3.43,148.0
Chennai,2016-11-12,82.67,95.68,41.55,15.23,0.0,9.39,164.0
Chennai,2016-11-13,42.54,95.68,27.37,13.79,0.02,1.67,117.0
Chennai,2016-11-14,29.08,95.68,5.6,22.4,0.0,1.48,57.0
Chennai,2016-11-15,34.55,95.68,5.94,23.17,0.0,1.5,49.0
Chennai,2016-11-16,55.67,95.68,33.85,26.7,0.0,2.26,81.0
Chennai,2016-11-17,66.57,95.68,72.89,26.41,0.0,1.87,113.0
Chennai,2016-11-18,62.58,95.68,54.3,29.62,0.0,5.8,109.0
Chennai,2016-11-19,71.55,95.68,56.87,30.81,0.0,5.66,135.0
Chennai,2016-11-20,58.21,95.68,43.66,30.99,0.02,6.52,113.0
Chennai,2016-11-21,63.87,95.68,38.81,29.83,0.02,4.95,110.0
Chennai,2016-11-22,83.29,95.68,46.65,30.5,0.0,3.0,132.0
Chennai,2016-11-23,88.08,95.68,56.6,31.32,0.07,6.04,200.0
Chennai,2016-11-24,91.49,95.68,44.08,34.32,0.41,10.34,199.0
Chennai,2016-11-25,93.71,95.68,59.17,32.16,0.08,8.1,224.0
Chennai,2016-11-26,82.55,95.68,40.86,33.89,0.19,3.95,195.0
Chennai,2016-11-27,101.77,95.68,51.78,33.63,0.16,4.6,216.0
Chennai,2016-11-28,92.41,95.68,38.11,33.46,0.08,3.64,216.0
Chennai,2016-11-29,91.15,95.68,29.57,31.0,0.02,4.13,210.0
Chennai,2016-11-30,94.8,95.68,43.63,30.87,0.02,3.05,200.0
Chennai,2016-12-01,74.73,95.68,41.61,27.91,0.04,2.65,188.0
Chennai,2016-12-02,43.52,95.68,25.3,25.73,0.03,2.36,97.0
Chennai,2016-12-03,27.93,95.68,10.34,29.57,0.23,2.29,69.0
Chennai,2016-12-04,45.98,95.68,4.59,27.02,0.06,2.42,81.0
Chennai,2016-12-05,45.48,95.68,31.59,26.49,0.12,2.37,68.0
Chennai,2016-12-06,54.12,95.68,49.83,22.87,0.07,3.32,101.0
Chennai,2016-12-07,48.91,95.68,19.72,27.47,0.02,2.86,78.0
Chennai,2016-12-08,59.74,95.68,23.28,32.39,0.12,2.74,94.0
Chennai,2016-12-09,80.55,95.68,34.87,36.42,0.13,3.49,134.0
Chennai,2016-12-10,84.69,95.68,59.52,33.14,0.12,9.78,182.0
Chennai,2016-12-11,77.14,95.68,62.12,22.48,0.03,7.25,175.0
Chennai,2016-12-12,51.17,95.68,46.57,5.5,0.07,2.49,107.0
Chennai,2016-12-13,48.57,95.68,30.84,21.69,0.89,9.16,86.0
Chennai,2016-12-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-20,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2016-12-23,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-24,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-25,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-26,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-27,48.57,95.68,30.84,21.69,0.0,9.16,118.0
Chennai,2016-12-28,48.57,95.68,30.84,21.69,0.0,9.16,118.0
